StationName,RouteNumbers,geometry
"Ореховый бульв., 21",А287; А37; А694; А768; А758; А1017; А275; АН5,POINT (37.7266925 55.61225606)
Ореховый пр.,А287; А37; А694; А768; А1017; АН5,POINT (37.73563306 55.61341554)
Роспотребнадзор,А694; А704,POINT (37.75570733 55.61502456)
Федеральный клинический центр,А694; А704,POINT (37.7607332 55.61729505)
"Задонский пр., 40",А694; А704,POINT (37.76115088 55.62097255)
"Задонский пр., 24",А694; А704,POINT (37.75779868 55.62248101)
"Задонский пр., 16",А719; А694; А608,POINT (37.75078235 55.62626554)
"Ул. Мусы Джалиля, 5",А719; А623; А765; АН5,POINT (37.74698114 55.63052028)
Пойма реки Городни,А719; А623; А765; АН5,POINT (37.74168914 55.62949974)
"Ул. Мусы Джалиля, 10",А719; А608; А711,POINT (37.740851 55.62681969)
"Ореховый пр., 9",А719; А608; А711,POINT (37.73542969 55.62647149)
"Ореховый пр., 17",А719; А608; А711,POINT (37.73157071 55.62429256)
"Шипиловская ул., 25",А287; А151; А694; А608; А704,POINT (37.72055897 55.62059391)
МЦД Москворечье,А694; А768; А740,POINT (37.68952164 55.63939574)
"Шипиловская ул., 25",А287; А151; А719; А694; А608; А704к; А765; АТ11,POINT (37.72144957 55.62055781)
"Ореховый пр., 17",А719; А608; А711,POINT (37.73245968 55.62468583)
"Ореховый пр., 9",А719; А608; А711,POINT (37.73625434 55.62638668)
"Ул. Мусы Джалиля, 10",А719; А623; А765; АН5,POINT (37.74236851 55.62733299)
Пойма реки Городни,А719; А623; А765; АН5,POINT (37.74195737 55.62979986)
"Ул. Мусы Джалиля, 5",А719; А623; А765; АН5,POINT (37.74770224 55.63034637)
"Задонский пр., 16",А719; А694; А608,POINT (37.75070151 55.6260906)
Улица Красный Луг,А719; А694; А608,POINT (37.7525776 55.62534935)
"Шипиловская ул., 64",А694; А704к,POINT (37.75561014 55.62342392)
"Задонский пр., 24",А694; А704к,POINT (37.75851625 55.62185097)
"Задонский пр., 40",А694; А704к,POINT (37.76205664 55.62040019)
Федеральный клинический центр,А694; А704к,POINT (37.75976406 55.61691752)
Роспотребнадзор,А694; А704к,POINT (37.75465829 55.61496473)
Метро Красногвардейская,А287; А37; А593к; А694; А768; А1017; АН5,POINT (37.7431194 55.61399894)
Ореховый пр.,А287; А37; А694; А768; А1017; АН5,POINT (37.73548346 55.61362932)
"Ореховый бульв., 21",А287; А37; А694; А768; А758К; А1017; А275; АН5,POINT (37.72535361 55.61227453)
Метро Домодедовская,А593к; А795; А37; А694; А758К; А1017; А298; А275; АН5,POINT (37.72005144 55.61141139)
Метро Домодедовская,А795; А717; А694; А758К; А275,POINT (37.71595236 55.61074953)
Метро Красногвардейская,А287; А719; А694; А608; А755; А704к,POINT (37.74592766 55.61414128)
Астраханский пер.,Тм50; Тм7,POINT (37.64162925 55.77974859)
"Воронежская ул., 36",А299; А287; А795; А719; А704к,POINT (37.74309537 55.61072526)
"Воронежская ул., 30",А299; А287; А795; А719; А704к,POINT (37.73823286 55.6108756)
Ледовый центр,А287; А274; А795; А298,POINT (37.72934655 55.60993248)
Культурный центр Авангард,А263; А287; А274; А795; А1017; А298,POINT (37.72330191 55.60930316)
"Ул. Мусы Джалиля, 38",А151; А711; А623; АН5; АТ11,POINT (37.74388032 55.61787439)
"Шипиловская улица, 41",А287; А151; А694; А704; А765; АТ11,POINT (37.73692725 55.62189196)
"Шипиловская ул., 44",А287; А151; А694; А704; А765; АТ11,POINT (37.73193825 55.62177828)
Коломенский проезд - Музей Коломенское,А299; А219; А608; А820; АН13; АТ67,POINT (37.66221737 55.66882808)
Метро Коломенская,А299; А608; АН13; А156; А901; АТ67,POINT (37.6645479 55.67815803)
"Воронежская ул., 36",А299; А287; А795; А719; А704,POINT (37.74336553 55.61050455)
"Воронежская ул., 30",А299; А287; А795; А719; А704,POINT (37.738893 55.61067377)
"Шипиловская ул., 44",А287; А151; А694; А704к; А765; АТ11,POINT (37.73105229 55.62153676)
"Ул. Мусы Джалиля, 38",А151; А711; А623; АН5; АТ11,POINT (37.74372345 55.6170427)
Метро Красногвардейская,А151; А711; А623; АН5; АТ11,POINT (37.74413026 55.61451002)
Метро Красногвардейская,А151; А711; А623; АН5; АТ11,POINT (37.74432812 55.61487971)
"Шипиловская улица, 41",А287; А151; А694; А704к; А765; АТ11,POINT (37.73692685 55.62167273)
Метро Домодедовская,А263; А287; А274; А1247к; А404; А298,POINT (37.72152489 55.61095967)
Культурный центр Авангард,А287; А274; А795; А298,POINT (37.72439404 55.60888102)
"Ясеневая ул., 43",А790; А263; А299; А148; А287; А719; А608; А298,POINT (37.74441923 55.60953494)
14-й мкр. Орехово-Борисова,А299; А287; А795; А768; А608,POINT (37.74386981 55.60729086)
Тамбовская ул.,А263; А148; А719; А298,POINT (37.74219697 55.60589546)
"Ясеневая улица, 30",А263; А148; А719; А298,POINT (37.73823181 55.60479314)
Елецкая улица,А274; А719; А298; А704,POINT (37.7348348 55.60451723)
Поликлиника № 214,А274; А719; А298; А704,POINT (37.73370312 55.60671937)
Метро Красногвардейская,А719,POINT (37.74850979 55.61409705)
Кустанайская ул.,А287; А719; А608,POINT (37.75325232 55.61604087)
Управа района Зябликово,А287; А719; А608,POINT (37.75356827 55.61963972)
"Шипиловская ул., 60",А719; А608; А704к,POINT (37.75125584 55.62292507)
"Ул. Ген. Белова, 17",А263; А719; А768,POINT (37.7177744 55.61952764)
"Улица Генерала Белова, 25",А263; А719; А768,POINT (37.71962454 55.61583074)
Метро Домодедовская (выс.),А274; А719,POINT (37.72016831 55.61179143)
"Улица Генерала Белова, 25",А263; А719; А768,POINT (37.7204649 55.6150063)
"Шипиловская ул., 60",А287; А719; А608,POINT (37.7502617 55.62193367)
Управа района Зябликово,А287; А719; А608,POINT (37.7536004 55.61857949)
Ледовый центр,А274; А719; А298; А704к,POINT (37.7318407 55.60975443)
Поликлиника № 214,А274; А719; А298; А704к,POINT (37.73356482 55.60638624)
"Ясеневая улица, 30",А263; А148; А719; А298,POINT (37.73901617 55.60472564)
"Гурьевский пр., 35",А795; А768; А755,POINT (37.7600076 55.60885276)
"Гурьевский пр., 27",А795; А768; А755,POINT (37.75578732 55.60770072)
"Гурьевский пр., 19",А795; А768; А755,POINT (37.75257094 55.60639193)
"Гурьевский проезд, 15",А795; А768; А755,POINT (37.74862448 55.60432299)
Тамбовская ул.,А795; А768; А755,POINT (37.7447192 55.60558322)
Метро Домодедовская,А263; А719; А768,POINT (37.72173063 55.61238385)
"Ул. Ген. Белова, 17",А263; А768; А765,POINT (37.71769048 55.62055252)
Колледж управления,А263; А768; А765,POINT (37.71572615 55.62441315)
Колледж управления,А263; А287; А768; А765,POINT (37.71556952 55.62391161)
Метро Домодедовская,А263; А274,POINT (37.71944367 55.61166756)
Тамбовская ул.,А790; А795; А768,POINT (37.74493716 55.60521517)
"Гурьевский проезд, 15",А790; А795; А768,POINT (37.749651 55.60457779)
"Гурьевский пр., 19",А790; А795; А768,POINT (37.75334625 55.60650549)
"Гурьевский пр., 27",А790; А795; А768,POINT (37.75691487 55.60783123)
"Гурьевский пр., 35",А790; А795; А768,POINT (37.76053902 55.60875419)
"Задонский пр., 14",А694; А608,POINT (37.74707136 55.62695305)
"Ул. Мусы Джалиля, 10",А694; А608,POINT (37.74344033 55.62670345)
"Задонский пр., 14",А694; А608,POINT (37.74683336 55.6267625)
Муз. школа,АВк; А159,POINT (37.77760419 55.71304091)
Больница им. Демихова,А658; АН5; АТ74,POINT (37.75762781 55.6946717)
Ул. Марш. Чуйкова,А658; АН5; АТ74,POINT (37.76060043 55.69689292)
Районный центр Высота,А658; А551к; АН5; АТ74,POINT (37.76246492 55.699835)
Ул. Марш. Чуйкова,А658; А551к; АН5; АТ74,POINT (37.75998618 55.69653771)
Больница им. Демихова,А312; А530; А551; А658; А713; А228; АН5; АС4; АТ74,POINT (37.75454554 55.69343573)
Метро Кузьминки,А979; А471; А658; А713; АН5; АТ74,POINT (37.76666181 55.70422705)
6-й Лучевой просек (выс.),А140,POINT (37.68166507 55.80686696)
Елецкая улица,А263; А148; А719; А298,POINT (37.73573164 55.60403716)
"Ясеневая улица, 17",А263; А795; А1017,POINT (37.72668731 55.60267292)
"Ул. Ген. Белова, 45",А263; А795; А1017,POINT (37.7246308 55.60672623)
Культурный центр Авангард,А263,POINT (37.72329715 55.60860263)
"Ул. Ген. Белова, 45",А263,POINT (37.72439526 55.60639106)
"Ясеневая улица, 17",А148; А274; А704к,POINT (37.72611072 55.60228007)
Метро Каширская (северный вход),А263; А148; А701; А709; А150; А192; А269; А280; А607,POINT (37.6508592 55.65518466)
Метро Красногвардейская,А790; А768; А608; А755,POINT (37.74432561 55.61313549)
Метро Зябликово,А795; А768; А755,POINT (37.74636853 55.61048592)
Школа № 949,А795; А768; А755,POINT (37.75283195 55.6106253)
Метро Красногвардейская,А790; А263; А148; А719; А608; А755; А298; А704,POINT (37.74471439 55.61284879)
Парк Шмелёвский ручей,А790; А795; А768,POINT (37.75895574 55.61188656)
Школа № 949,А790; А795; А768,POINT (37.75190441 55.61070946)
Парк Шмелёвский ручей,А795; А768; А755,POINT (37.76067161 55.61121309)
Метро Зябликово,А790; А795; А768,POINT (37.74561234 55.61064578)
Шипиловская ул.,А766; А151; А704к; А765,POINT (37.70601276 55.61806067)
Метро Красногвардейская,А263; А148; А719; А298,POINT (37.74437915 55.61280525)
Тамбовская ул.,А263; А148; А719; А298,POINT (37.74291993 55.60596201)
Елецкая улица,А263; А148; А274; А704к,POINT (37.73364789 55.60383088)
"Ясеневая улица, 17",А263; А148; А274; А704,POINT (37.72736422 55.60230563)
Метро Каширская,А907; А298; А275; АТ71,POINT (37.65054593 55.6540411)
Школа народных искусств,А694; А711; А623; А765; АН5,POINT (37.74278479 55.6243929)
"Ул. Мусы Джалиля, 10",А694; А711; А623; А765; АН5,POINT (37.74224519 55.62600972)
Школа народных искусств,А694; А711; А623; А765; АН5,POINT (37.74260532 55.62364564)
"Калужская пл. (выс., пос.)",А275,POINT (37.61461908 55.72830094)
Коровинское ш. (выс.),А114; АТ56,POINT (37.51794623 55.883331)
Песчаная пл. (выс.),А64; АТ6,POINT (37.51001623 55.79372425)
"Шипиловская ул., 60",А287; А704,POINT (37.74861894 55.62237651)
Метро Шипиловская,А287; А704к,POINT (37.7443387823 55.6218800554)
Олимпийская Дер.,А459; А785; АМ17; А793; А830,POINT (37.45836538 55.67329986)
Музей Обороны Москвы,А459; А785; АМ17; А793; А830,POINT (37.46482285 55.67751614)
Детская б-ца,А459; А785; АМ17; А793; А830,POINT (37.46933931383964 55.680695765307)
"Мичуринский просп., 70",А459; А785; АМ17; А793; А830,POINT (37.47275924 55.68293323)
Мичуринский просп.,А459; А785; АМ17; А793; А830,POINT (37.47581382 55.68533273)
"Мичуринский просп., 70",А459; А785; АМ17; А793; А830,POINT (37.47164317 55.68274167)
Детская б-ца,А459; А785; АМ17; А793; А830,POINT (37.46715863521406 55.67971393268726)
Музей Обороны Москвы,А459; А785; АМ17; А793; А830,POINT (37.46448359 55.67779356)
Олимпийская Дер.,А459; А785; АМ17; А793; А830,POINT (37.45745875 55.67329422)
Центр здоровья детей,А103; А130; А67; АТ49,POINT (37.54802291 55.68660988)
Центр здоровья детей,А103; АТ49; А130; Тм26; А67; Тм14; Тм39,POINT (37.54784886 55.68637382)
8-й троллейбусный парк,А142; АП129; А929,POINT (37.6188863792 55.6723602906)
Ул. Павла Андреева,А632,POINT (37.6237653 55.72089246)
Метро Владыкино,А76к; А85; А24; А24К; АМ9; А76; А599,POINT (37.58994291 55.8456391)
Универмаг,А740; А765,POINT (37.75948252 55.63710298)
Ключевая ул.,А740; А765,POINT (37.75729397 55.63943661)
Братеево,А764; А738; А740; А765,POINT (37.76663007 55.64298892)
Детская п-ка № 18,АН8; А632; АК; А158,POINT (37.64507738 55.73593565)
Дербеневская ул.,А632; А13,POINT (37.65268363 55.72662427)
Железнодорожный проезд,А186; А700,POINT (37.63485292 55.70885393)
Даниловская наб.,А186; А700,POINT (37.64165592 55.70788732)
Пожарная часть,А186; А184; А106; А632; А13; А158; А700,POINT (37.64455718 55.71207986)
Даниловская наб.,А186; А700,POINT (37.6420239 55.70769201)
Железнодорожный проезд,А186; А700,POINT (37.6357706 55.70856904)
