address_new,quarters_count,geometry
"улица Авиаконструктора Петлякова 13 корп 1, Москва, Россия, 142750",401,POINT (37.30574 55.62134)
"улица Авиаконструктора Петлякова 21, Москва, Россия, 142750",198,POINT (37.3124 55.62309)
"улица Авиаконструктора Петлякова 25, Москва, Россия, 142750",680,POINT (37.31492 55.62443)
"улица Авиаконструктора Петлякова 27, Москва, Россия, 142750",150,POINT (37.31437 55.62538)
"улица Авиаконструктора Петлякова 29, Москва, Россия, 142750",150,POINT (37.3141 55.62578)
"улица Авиаконструктора Петлякова 31, Москва, Россия, 142750",685,POINT (37.31341 55.62671)
"улица Авиаконструктора Сухого 2 корп 2, Москва, Россия, 125252",794,POINT (37.54177 55.78576)
"улица Авиаконструктора Сухого 2 корп 2, Москва, Россия, 125252",139,POINT (37.54177 55.78576)
"Авиамоторная улица 3, Москва, Россия, 111020",30,POINT (37.70877 55.76288)
"Авиамоторная улица 4 корп 1, Москва, Россия, 111116",247,POINT (37.71354 55.75966)
"Авиамоторная улица 4 корп 2, Москва, Россия, 111116",198,POINT (37.71453 55.75985)
"Авиамоторная улица 4 корп 3, Москва, Россия, 111116",132,POINT (37.71482 55.75935)
"Авиамоторная улица 5, Москва, Россия, 111020",52,POINT (37.70978 55.76254)
"Авиамоторная улица 6, Москва, Россия, 111116",5,POINT (37.71423 55.75834)
"Авиамоторная улица 9, Москва, Россия, 111020",125,POINT (37.71241 55.76166)
"Авиамоторная улица 11, Москва, Россия, 111020",75,POINT (37.71371 55.76103)
"Авиамоторная улица 11 корп 1, Москва, Россия, 111020",20,POINT (37.71333 55.76133)
"Авиамоторная улица 14, Москва, Россия, 111024",74,POINT (37.71585 55.75244)
"Авиамоторная улица 15, Москва, Россия, 111020",157,POINT (37.71578 55.7604)
"Авиамоторная улица 20/17, Москва, Россия, 111024",49,POINT (37.71727 55.74958)
"Авиамоторная улица 21, Москва, Россия, 111024",80,POINT (37.71747 55.75937)
"Авиамоторная улица 22/12, Москва, Россия, 111024",97,POINT (37.71847 55.74884)
"Авиамоторная улица 23, Москва, Россия, 111024",80,POINT (37.71663 55.75898)
"Авиамоторная улица 25, Москва, Россия, 111024",20,POINT (37.7173 55.75822)
"Авиамоторная улица 27, Москва, Россия, 111024",80,POINT (37.71657 55.7579)
"Авиамоторная улица 28/4, Москва, Россия, 111024",149,POINT (37.7193 55.74598)
"Авиамоторная улица 28/6, Москва, Россия, 111024",168,POINT (37.72014 55.74616)
"Авиамоторная улица 29, Москва, Россия, 111024",16,POINT (37.71695 55.75748)
"Авиамоторная улица 30, Москва, Россия, 111024",83,POINT (37.72091 55.74498)
"Авиамоторная улица 31, Москва, Россия, 111024",20,POINT (37.71694 55.75711)
"Авиамоторная улица 34 корп 1, Москва, Россия, 111024",158,POINT (37.72062 55.7434)
"Авиамоторная улица 34 корп 2, Москва, Россия, 111024",81,POINT (37.72124 55.74397)
"Авиамоторная улица 35, Москва, Россия, 111024",20,POINT (37.71673 55.75614)
"Авиамоторная улица 37, Москва, Россия, 111024",19,POINT (37.7167 55.75579)
"Авиамоторная улица 47, Москва, Россия, 111024",47,POINT (37.71847 55.75021)
"Авиамоторная улица 49/1, Москва, Россия, 111024",135,POINT (37.71926 55.74894)
"Авиамоторная улица 51, Москва, Россия, 111024",82,POINT (37.72093 55.74641)
"Авиамоторная улица 51А корп 2, Москва, Россия, 111024",77,POINT (37.72145 55.74583)
"улица Авиаторов 2, Москва, Россия, 119619",409,POINT (37.39243 55.64686)
"улица Авиаторов 4, Москва, Россия, 119619",137,POINT (37.39405 55.64693)
"улица Авиаторов 5, Москва, Россия, 119619",327,POINT (37.39888 55.64099)
"улица Авиаторов 5 корп 1, Москва, Россия, 119619",328,POINT (37.40041 55.6399)
"улица Авиаторов 5 корп 2, Москва, Россия, 119619",327,POINT (37.39924 55.63936)
"улица Авиаторов 5 корп 3, Москва, Россия, 119619",196,POINT (37.39788 55.63966)
"улица Авиаторов 5 корп 4, Москва, Россия, 119619",128,POINT (37.39737 55.64008)
"улица Авиаторов 5 корп 5, Москва, Россия, 119619",196,POINT (37.39669 55.64047)
"улица Авиаторов 5 корп 6, Москва, Россия, 119619",194,POINT (37.39707 55.64114)
"улица Авиаторов 6, Москва, Россия, 119619",128,POINT (37.39451 55.64768)
"улица Авиаторов 6 корп 1, Москва, Россия, 119619",128,POINT (37.39401 55.64814)
"улица Авиаторов 6 корп 2, Москва, Россия, 119619",123,POINT (37.39498 55.64816)
"улица Авиаторов 7 корп 1, Москва, Россия, 119619",315,POINT (37.40462 55.64053)
"улица Авиаторов 8, Москва, Россия, 119619",273,POINT (37.39621 55.64744)
"улица Авиаторов 8 корп 1, Москва, Россия, 119620",205,POINT (37.39725 55.64715)
"улица Авиаторов 9 корп 1, Москва, Россия, 119619",130,POINT (37.40607 55.64095)
"улица Авиаторов 9 корп 2, Москва, Россия, 119619",130,POINT (37.40702 55.64069)
"улица Авиаторов 10, Москва, Россия, 119619",137,POINT (37.39509 55.64662)
"улица Авиаторов 11 корп 1, Москва, Россия, 119619",159,POINT (37.4091 55.63909)
"улица Авиаторов 12, Москва, Россия, 119620",409,POINT (37.39588 55.64581)
"улица Авиаторов 14, Москва, Россия, 119620",129,POINT (37.39823 55.64513)
"улица Авиаторов 16, Москва, Россия, 119620",257,POINT (37.39939 55.64535)
"улица Авиаторов 18, Москва, Россия, 119620",129,POINT (37.40006 55.6446)
"улица Авиаторов 20, Москва, Россия, 119620",409,POINT (37.40192 55.64397)
"улица Авиаторов 30, Москва, Россия, 119620",391,POINT (37.40976 55.64172)
"улица Авиаторов, Москва, Россия",1,POINT (37.40539 55.64265)
"Авиационная улица 13, Москва, Россия, 123182",178,POINT (37.47789 55.80992)
"Авиационная улица 19, Москва, Россия, 123182",173,POINT (37.47514 55.80989)
"Авиационная улица 59, Москва, Россия, 123182",580,POINT (37.45653 55.80939)
"Авиационная улица 61 корп 2, Москва, Россия, 123182",80,POINT (37.45566 55.80835)
"Авиационная улица 63, Москва, Россия, 123182",537,POINT (37.45489 55.80933)
"Авиационная улица 63 корп 2, Москва, Россия, 123182",80,POINT (37.45482 55.80832)
"Авиационная улица 65 корп 2, Москва, Россия, 123182",81,POINT (37.45399 55.80829)
"Авиационная улица 65 корп 3, Москва, Россия, 123182",73,POINT (37.45363 55.80765)
"Авиационная улица 66, Москва, Россия, 123182",391,POINT (37.46004 55.80973)
"Авиационная улица 67 корп 1, Москва, Россия, 123182",100,POINT (37.45406 55.80926)
"Авиационная улица 68, Москва, Россия, 123182",551,POINT (37.45662 55.81)
"Авиационная улица 70 корп 2, Москва, Россия, 123182",84,POINT (37.45316 55.81041)
"Авиационная улица 70 корп 3, Москва, Россия, 123182",84,POINT (37.4521 55.81068)
"Авиационная улица 70 корп 4, Москва, Россия, 123182",84,POINT (37.45118 55.81096)
"Авиационная улица 72 корп 1, Москва, Россия, 123182",131,POINT (37.45182 55.80978)
"Авиационная улица 72 корп 2, Москва, Россия, 123182",192,POINT (37.45114 55.8102)
"Авиационная улица 72 корп 3, Москва, Россия, 123182",122,POINT (37.45035 55.80974)
"Авиационная улица 74 корп 1, Москва, Россия, 123182",84,POINT (37.44916 55.80978)
"Авиационная улица 74 корп 2, Москва, Россия, 123182",84,POINT (37.44954 55.81031)
"Авиационная улица 74 корп 3, Москва, Россия, 123182",84,POINT (37.44995 55.81079)
"Авиационная улица 74 корп 4, Москва, Россия, 123182",85,POINT (37.45034 55.81133)
"Авиационная улица 77, Москва, Россия, 123182",286,POINT (37.45066 55.80793)
"Авиационная улица 77 корп 1, Москва, Россия, 123182",77,POINT (37.45017 55.8074)
"Авиационная улица 77 корп 2, Москва, Россия, 123182",833,POINT (37.45151 55.8091)
"Авиационная улица 79, Москва, Россия, 123182",524,POINT (37.44959 55.80929)
"Авиационная улица 79 корп 1, Москва, Россия, 123182",244,POINT (37.44981 55.80657)
"Авиационный переулок 4, Москва, Россия, 125167",63,POINT (37.53919 55.79942)
"Авиационный переулок 8, Москва, Россия, 125167",299,POINT (37.54071 55.80091)
"Автозаводская улица 2, Москва, Россия, 115280",104,POINT (37.66359 55.71059)
